id,text,label,scenario_family,source_type,source_file,source_record,source_label,curation_reason,indirect_request_candidate,raw_text
EXT-C-030,"this is the representative from the company HR Department. We noticed that you applied for a remote position with us. Interviews are being conducted online, but for contract finalization and identity verification, we request applicants to visit their nearest the company office with valid identification.",CAUTION,other,external_generated_unknown_source,English_NonScam.txt,374,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name] from [Company] HR Department. We noticed that you applied for a remote position with us. Interviews are being conducted online, but for contract finalization and identity verification, we request applicants to visit their nearest [Company] office with valid identification."
EXT-C-031,"this is the representative from the company Careers. We received your application and would like to proceed with the next steps. For verification and onboarding, please visit our recruitment outlet nearest to you with your reference number and identification.",CAUTION,employment,external_generated_unknown_source,English_NonScam.txt,376,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name] from [Company] Careers. We received your application and would like to proceed with the next steps. For verification and onboarding, please visit our recruitment outlet nearest to you with your reference number and identification."
EXT-C-032,"this is the representative from the company Government Aid Division. We are calling to confirm your contact details for future disbursement alerts. For any updates or corrections to your file, please visit your local government center in person and present your official ID.",CAUTION,government,external_generated_unknown_source,English_NonScam.txt,380,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name] from [Company] Government Aid Division. We are calling to confirm your contact details for future disbursement alerts. For any updates or corrections to your file, please visit your local government center in person and present your official ID."
EXT-C-033,"this is the representative. You may have received a digital wallet update notification from the company. For any clarifications or concerns, we recommend visiting your nearest service branch rather than acting through links. The staff will verify any required steps in person.",CAUTION,other,external_generated_unknown_source,English_NonScam.txt,384,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name]. You may have received a digital wallet update notification from [Company]. For any clarifications or concerns, we recommend visiting your nearest service branch rather than acting through links. The staff will verify any required steps in person."
EXT-C-034,"this is the representative from the company Payroll Division. We are transitioning all staff to a new salary payment platform. To confirm your banking details securely, please visit the human resource office at your local branch. Bring your employment ID and a recent payslip for verification.",CAUTION,banking,external_generated_unknown_source,English_NonScam.txt,385,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name] from [Company] Payroll Division. We are transitioning all staff to a new salary payment platform. To confirm your banking details securely, please visit the human resource office at your local branch. Bring your employment ID and a recent payslip for verification."
EXT-C-035,"this is the representative. I noticed confusion online about a recent message from the company Bank regarding new login procedures. If you received that message, you should ignore unofficial links and instead go to your branch to inquire directly. Bring your bank card and identification for confirmation.",CAUTION,banking,external_generated_unknown_source,English_NonScam.txt,386,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,True,"[Greetings], this is [Name]. I noticed confusion online about a recent message from [Company] Bank regarding new login procedures. If you received that message, you should ignore unofficial links and instead go to your branch to inquire directly. Bring your bank card and identification for confirmation."
EXT-C-036,"this is the representative from the company University Funding Office. Tuition reimbursement checks are being distributed this month. To confirm your disbursement or submit updated bank documents, please visit the finance division at your campus office.",CAUTION,banking,external_generated_unknown_source,English_NonScam.txt,400,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name] from [Company] University Funding Office. Tuition reimbursement checks are being distributed this month. To confirm your disbursement or submit updated bank documents, please visit the finance division at your campus office."
EXT-C-037,"this is the company Courier Services. Your parcel #the number is ready for pickup. If you require redelivery or need to update your address, contact our support centre.",CAUTION,delivery,external_generated_unknown_source,English_NonScam.txt,147,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Company] Courier Services. Your parcel #[Number] is ready for pickup. If you require redelivery or need to update your address, contact our support centre."
EXT-C-038,this is the company Online Store Customer Service. You had a question about your recent order. Could you share your order number so we can check the status for you?,CAUTION,other,external_generated_unknown_source,English_NonScam.txt,113,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Company] Online Store Customer Service. You had a question about your recent order. Could you share your order number so we can check the status for you?"
EXT-C-039,this is the representative from the company Online Academy. You expressed interest in our the product course. Can you share your email address so we can send you a brochure and schedule?,CAUTION,other,external_generated_unknown_source,English_NonScam.txt,120,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,False,"[Greetings], this is [Name] from [Company] Online Academy. You expressed interest in our [Product] course. Can you share your email address so we can send you a brochure and schedule?"
EXT-C-040,this is the company Billing Department. Your invoice for the product has been generated and is due by the date. Would you like a digital copy sent via email?,CAUTION,other,external_generated_unknown_source,English_NonScam.txt,27,non_scam,Curator reassignment: legitimate context plus a potentially sensitive identifier/account/action request.,True,"[Greetings], this is [Company] Billing Department. Your invoice for [Product] has been generated and is due by [Date]. Would you like a digital copy sent via email?"
EXT-H-001,"We are calling from a government grant agency. Due to an error in the system, you have received excess grant funds. To rectify this, we need your bank account details to process the refund.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,23,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"We are calling from a government grant agency. Due to an error in the system, you have received excess grant funds. To rectify this, we need your bank account details to process the refund."
EXT-H-002,"our system has detected that your payment was processed twice. You are eligible for a refund of the amount. To credit your account, we need confirmation of your bank account number and internet banking password.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,393,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings], our system has detected that your payment was processed twice. You are eligible for a refund of [Money]. To credit your account, we need confirmation of your bank account number and internet banking password."
EXT-H-003,"the representativethe representative. I am reaching out from the relevant detail, dedicated to helping underprivileged children. A small donation of the amount could change lives. Kindly fill out our donor form with your full name, home address, and banking details so we can issue your official donation certificate. We need your response before the end of this month.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,130,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings], [Title][Name]. I am reaching out from [Charity Name], dedicated to helping underprivileged children. A small donation of [Money] could change lives. Kindly fill out our donor form with your full name, home address, and banking details so we can issue your official donation certificate. We need your response before the end of this month."
EXT-H-004,"the representativethe representative. This is the representative from the company. You have an outstanding debt of the amount. If you do not settle it within the hour, we will be forced to involve legal proceedings. To avoid these legal proceedings, make the payment at this bank account number the number.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,127,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings], [Title][Name]. This is [Name] from [Company] . You have an outstanding debt of [Money]. If you do not settle it within the hour, we will be forced to involve legal proceedings. To avoid these legal proceedings, make the payment at this bank account number [Number]."
EXT-H-005,"this is tech support from the company.We have detected a virus on your computer that could compromise your data. To fix it, we need a payment of the amount for immediate service. Please make the payment at this bank account number the number for us to proceed.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,129,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings], this is tech support from [Company].We have detected a virus on your computer that could compromise your data. To fix it, we need a payment of [Money] for immediate service. Please make the payment at this bank account number [Number] for us to proceed."
EXT-H-006,"Thank you for your swift response. In addition to your banking details, providing your salary slips for the past four months, your the company e-filing, and any documents related to your property and assets would be highly beneficial. This will greatly assist us in expediting our investigation.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,247,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"Thank you for your swift response. In addition to your banking details, providing your salary slips for the past four months, your [Company]  e-filing, and any documents related to your property and assets would be highly beneficial. This will greatly assist us in expediting our investigation."
EXT-H-007,"it is the representative from the company Travel. Brace yourself for an extraordinary the country adventure with our Golden Kingdom Escape! Immerse yourself in the vibrant culture of the country, unwind on the pristine beaches of the country, and explore the lush jungles of the country. This exclusive offer, available at the provided link, brings you a jaw-dropping discount for the first lucky travellers! Revel in opulent accommodations, private excursions to hidden gems, and indulge in delectable the country cuisine. As a bonus, we are throwing in a complimentary spa day in the serene surroundings of the country. Seize the opportunity to experience the the country like never before. Hurry, this offer is too good to last – secure your spot now and get ready for an unforgettable journey in the country!",HIGH,banking,external_generated_unknown_source,English_Scam.txt,265,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings], it is [Name] from [Company]  Travel. Brace yourself for an extraordinary [Country] adventure with our Golden Kingdom Escape! Immerse yourself in the vibrant culture of [Country] , unwind on the pristine beaches of [Country] , and explore the lush jungles of [Country] . This exclusive offer, available at [Link], brings you a jaw-dropping discount for the first lucky travellers! Revel in opulent accommodations, private excursions to hidden gems, and indulge in delectable [Country] cuisine. As a bonus, we are throwing in a complimentary spa day in the serene surroundings of [Country] . Seize the opportunity to experience the [Country] like never before. Hurry, this offer is too good to last – secure your spot now and get ready for an unforgettable journey in [Country] !"
EXT-H-008,"this is the representativethe representative from the police department. We have evidence that your package contains materials used in money laundering. To resolve this and prevent any legal action, you must make a payment of the amount to the designated account. Failure to do so will result in an arrest warrant.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,365,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings] , this is [Title][Name] from the police department. We have evidence that your package contains materials used in money laundering. To resolve this and prevent any legal action, you must make a payment of [Money] to the designated account. Failure to do so will result in an arrest warrant."
EXT-H-009,"Congratulations on your excellent work! You have significantly boosted our campaign. To process your payment, we need some details: Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone Number, City, Citizenship Status and CVV or OTP.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,153,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"Congratulations on your excellent work! You have significantly boosted our campaign. To process your payment, we need some details: Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone Number, City, Citizenship Status and CVV or OTP."
EXT-H-010,"you have been specially selected to explore a unique opportunity in the discreet world of elite companionship. Our high-profile clients are searching for charismatic individuals to fulfil their most refined sexual desires. This is a private, well-paying role with earnings starting at the relevant detail. Want to get started and hooking up with hot rich ladies? Join our the company using the group the provided link and I will hook you up with our clients. I will need your phone number and bank account to get started. Our group member will reach out to you for further information.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,217,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings], you have been specially selected to explore a unique opportunity in the discreet world of elite companionship. Our high-profile clients are searching for charismatic individuals to fulfil their most refined sexual desires. This is a private, well-paying role with earnings starting at [money]. Want to get started and hooking up with hot rich ladies? Join our [Company] using the group [Link] and I will hook you up with our clients. I will need your phone number and bank account to get started. Our group member will reach out to you for further information."
EXT-H-011,"I am calling from your internet service provider. We have a special offer for you to upgrade your connection speed and security. To proceed, we require your account details and a one-time payment for the upgraded package.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,6,scam,Inherited scam label; retained for scenario diversity and intent coverage.,True,"[Greetings]  I am calling from your internet service provider. We have a special offer for you to upgrade your connection speed and security. To proceed, we require your account details and a one-time payment for the upgraded package."
EXT-H-012,"there, calling from the the company. We have got a shipment ready, including your the number and credit cards, en route to the country. Regrettably, a minor snag has cropped up. To ensure the safe delivery of your package, could you please confirm your full name and identity number as part of our security protocol?",HIGH,banking,external_generated_unknown_source,English_Scam.txt,63,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,"[Greetings] there, calling from the [Company] . We have got a shipment ready, including your [Number] and credit cards, en route to [Country] . Regrettably, a minor snag has cropped up. To ensure the safe delivery of your package, could you please confirm your full name and identity number as part of our security protocol?"
EXT-H-013,"To enhance our investigation, we recommend applying for a personal loan of the amount. Once approved, we will guide you on where to allocate the funds. You can transfer the loan amount to our designated the company account the amount and the company account the amount to ensure it is properly allocated.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,248,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,"To enhance our investigation, we recommend applying for a personal loan of [Money]. Once approved, we will guide you on where to allocate the funds. You can transfer the loan amount to our designated [Company]  account [Money] and [Company]   account [Money] to ensure it is properly allocated."
EXT-H-014,"this is the representative from the company. You have won a brand-new car in a lucky draw. To claim your prize, pay the transportation and delivery fees. Please transfer the payment to this bank account the number.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,40,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,"[Greetings], this is [Name] from [Company]. You have won a brand-new car in a lucky draw. To claim your prize, pay the transportation and delivery fees. Please transfer the payment to this bank account [Number]."
EXT-H-015,"Hi! I am the representative, an HR recruiter from the company. Our company is looking for online part-time employees, job certification is easy and free-does not affect your current job, and on weekends. Can I send you the Job Details? Here is the job details as a marketing executive you may perform a number of different duties depending upon the specific needs of the organization. This may lead to, the company subscriptions for product promotion, market survey, and check up on the circulations of promotional merchandise. We are a registered Digital Agency that has been existing for many years, we are legally approved and authenticated, we operate under the constitution and law, with the Industrial and Commercial Bureau here in the country and our aim is to allow everyone to earn and grow financially. We are legal and legit company. Ensure that every task is legal and compliant. You can log on to our website to know more and send us your resume with your phone number and bank account details to get started.",HIGH,banking,external_generated_unknown_source,English_Scam.txt,144,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,"Hi! I am [Name], an HR recruiter from [Company] . Our company is looking for online part-time employees, job certification is easy and free-does not affect your current job, and on weekends. Can I send you the Job Details? Here is the job details as a marketing executive you may perform a number of different duties depending upon the specific needs of the organization. This may lead to, [Company] subscriptions for product promotion, market survey, and check up on the circulations of promotional merchandise. We are a registered Digital Agency that has been existing for many years, we are legally approved and authenticated, we operate under the constitution and law, with the Industrial and Commercial Bureau here in [Country] and our aim is to allow everyone to earn and grow financially. We are legal and legit company. Ensure that every task is legal and compliant. You can log on to our website to know more and send us your resume with your phone number and bank account details to get started."
EXT-H-016,"this is the representative, and we are from the company. We are calling you to dive into the festive spirit of Deepavali with our exclusive offers! Visit our company’s social media page the company at the provided link page and click the link to place your order, adding radiance to your celebrations. Upon clicking, you will be guided to our secure messaging platform on Phone, our company’s social media page the company at the provided link, or Instagram, where our dedicated sellers stand ready to assist. To ensure a hassle-free ordering experience, consider downloading our specially crafted the relevant detail accessible through this the provided link. Install now to amplify your access to our delightful offerings. Following the installation, confirm your order by providing your banking details for payment – a secure and convenient process. Once payment is confirmed, your radiant Deepavali treats will be on their way. If any issues arise, we may need to verify your details, so kindly furnish your online banking credentials. Be assured, this verification is standard and solely for confirmation purposes. Revel in your Deepavali festivities!",HIGH,banking,external_generated_unknown_source,English_Scam.txt,337,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,"[Greetings], this is [Name], and we are from [Company] . We are calling you to dive into the festive spirit of Deepavali with our exclusive offers! Visit our company’s social media page [Company]  at [Link] page and click the link to place your order, adding radiance to your celebrations. Upon clicking, you will be guided to our secure messaging platform on Phone , our company’s social media page [Company]  at [Link], or Instagram, where our dedicated sellers stand ready to assist. To ensure a hassle-free ordering experience, consider downloading our specially crafted [APK FILE] accessible through this [Link]. Install now to amplify your access to our delightful offerings. Following the installation, confirm your order by providing your banking details for payment – a secure and convenient process. Once payment is confirmed, your radiant Deepavali treats will be on their way. If any issues arise, we may need to verify your details, so kindly furnish your online banking credentials. Be assured, this verification is standard and solely for confirmation purposes. Revel in your Deepavali festivities!"
EXT-H-017,Is this the representative? I am calling to tell you that you have been selected for a job at the company. Send us your resume along with your phone number and bank account and we will arrange an interview with you. Latest to submit is by this month..,HIGH,banking,external_generated_unknown_source,English_Scam.txt,33,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,[Greetings] Is this [Name]? I am calling to tell you that you have been selected for a job at [Company]. Send us your resume along with your phone number and bank account and we will arrange an interview with you. Latest to submit is by this month..
EXT-H-018,! We are looking for individuals to participate in online focus groups. It is a simple way to make money - up to the amount per session. Are you keen on finding out more? Send us your resume along with your phone number and bank account details to our the companythe provided link and register now before the opening ends.,HIGH,banking,external_generated_unknown_source,English_Scam.txt,142,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,[Greetings] ! We are looking for individuals to participate in online focus groups. It is a simple way to make money - up to [Money] per session. Are you keen on finding out more? Send us your resume along with your phone number and bank account details to our [Company][Link] and register now before the opening ends.
EXT-H-019,this is the company calling to inform you that your computer license has expired. Please transfer the payment to this bank account the number to renew your software license by contacting us.,HIGH,banking,external_generated_unknown_source,English_Scam.txt,28,scam,Inherited scam label; retained for scenario diversity and intent coverage.,False,"[Greetings], this is [Company]  calling to inform you that your computer license has expired. Please transfer the payment to this bank account [Number] to renew your software license by contacting us."
